Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],time
Cook Islands,COK,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Percentage of population age 25+ whose highest level of education is Bachelor's or equivalent (ISCED 6), both sexes",UIS.EA.6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,5.77937,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.58885,20.32661,20.82971,19.94341,20.52166,20.89677,..,20.26594,18.52793,17.93035,..,18.44761,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Percentage of population age 25+ whose highest level of education is Master's or equivalent (ISCED 7), both sexes",UIS.EA.7.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.32139,2.6974,2.6409,..,2.5022,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,4.55737,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.12023,8.41274,8.48753,8.35297,8.47639,8.53973,..,8.76582,8.6025,8.582,..,8.74194,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Percentage of population age 25+ whose highest level of education is incomplete primary, both sexes",UIS.EA.S1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,49.1119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.39006,15.81216,15.26783,15.02213,15.11793,14.63848,..,13.37192,14.12249,14.18213,..,14.03323,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, both sexes",UIS.EA.2.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,6.27698,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.21946,13.98815,13.50763,13.44567,13.55167,13.37319,..,14.32253,15.01677,14.76579,..,14.87015,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Percentage of population age 25+ whose highest level of education is primary, both sexes",UIS.EA.1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,17.84226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.82989,29.18237,29.49784,30.18255,29.72276,29.28905,..,27.10802,28.16345,28.04771,..,27.35483,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, both sexes",UIS.EA.3.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,4.85425,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.86866,15.26533,15.56397,15.4483,15.94079,16.3269,..,16.57715,16.02207,16.79906,..,17.38989,..,..,..,..,..,..,..
Costa Rica,CRI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,16.13524,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.10308,5.03756,4.91356,5.64808,4.92347,5.04501,..,4.45695,4.47518,4.5206,..,3.95718,..,..,..,..,..,..,..
Costa Rica,CRI,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.3730001449585,3.92700004577637,3.9539999961853,4.04500007629395,5.17600011825562,6.16200017929077,5.68100023269653,5.3270001411438,5.89499998092651,5.08199977874756,5.91499996185303,6.33400011062622,6.55800008773804,6.39099979400635,6.57100009918213,5.73999977111816,4.48999977111816,4.7810001373291,7.71299982070923,7.1710000038147,10.1389999389648,9.78400039672852,8.76799964904785,9.05900001525879,8.99899959564209,8.59799957275391,8.14200019836426,9.63199996948242,11.8540000915527,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ whose highest level of education is Bachelor's or equivalent (ISCED 6), both sexes",UIS.EA.6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.7,..,..,..,..,..,..,..,..,..,10.71289,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.98636,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ whose highest level of education is Master's or equivalent (ISCED 7), both sexes",UIS.EA.7.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.51443,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.1029,..,..,..,..,..,..,..,..,..,6.6771,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.45954,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ whose highest level of education is incomplete primary, both sexes",UIS.EA.S1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.2,..,..,..,..,..,..,..,..,..,42.43972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.80685,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, both sexes",UIS.EA.2.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.12359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.74182,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ whose highest level of education is primary, both sexes",UIS.EA.1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.1,..,..,..,..,..,..,..,..,..,15.66774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0734,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, both sexes",UIS.EA.3.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.82632,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.86996,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.63100004196167,6.69999980926514,5.83900022506714,4.93800020217896,4.09999990463257,4.11299991607666,4.10300016403198,4.09999990463257,4.33400011062622,4.5149998664856,4.71500015258789,4.97499990463257,5.19399976730347,5.35799980163574,5.50600004196167,5.57299995422363,5.65399980545044,5.82399988174438,6.38199996948242,6.70499992370605,6.9539999961853,7.22300004959106,4.25400018692017,3.6470000743866,3.10199999809265,2.59899997711182,3.27300000190735,3.21000003814697,3.31699991226196,..,..,..,..,..,..
Croatia,HRV,"UIS: Percentage of population age 25+ whose highest level of education is Bachelor's or equivalent (ISCED 6), both sexes",UIS.EA.6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.4,..,..,..,..,..,..,..,..,..,13.89136,..,..,..,..,..,..,..,..,..,18.25773,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"UIS: Percentage of population age 25+ whose highest level of education is Master's or equivalent (ISCED 7), both sexes",UIS.EA.7.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.35386,..,..,..,..,..,..,..,..,..,9.95522,..,..,..,..,..,..,..,..,..,11.1805,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"UIS: Percentage of population age 25+ whose highest level of education is incomplete primary, both sexes",UIS.EA.S1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.6,..,..,..,..,..,..,..,..,..,5.13743,..,..,..,..,..,..,..,..,..,1.09735,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, both sexes",UIS.EA.2.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.65639,..,..,..,..,..,..,..,..,..,18.47835,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"UIS: Percentage of population age 25+ whose highest level of education is primary, both sexes",UIS.EA.1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.09752,..,..,..,..,..,..,..,..,..,7.74112,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, both sexes",UIS.EA.3.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.5,..,..,..,..,..,..,..,..,..,45.42212,..,..,..,..,..,..,..,..,..,52.31748,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2,..,..,..,..,..,..,..,..,..,3.31114,..,..,..,..,..,..,..,..,..,1.92303,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.1400003433228,10.9750003814697,11.0959997177124,10.9630002975464,10.4519996643066,9.68000030517578,9.71000003814697,11.3920001983643,13.5590000152588,16.0639991760254,15.8219995498657,15.0530004501343,13.923999786377,13.6639995574951,12.5979995727539,11.1300001144409,9.90900039672852,8.52999973297119,9.20199966430664,11.6199998855591,13.6780004501343,15.9350004196167,17.2509994506836,17.2900009155273,16.1749992370605,13.1029996871948,11.2080001831055,8.43200016021729,6.93499994277954,..,..,..,..,..,..
Cuba,CUB,"UIS: Percentage of population age 25+ whose highest level of education is Bachelor's or equivalent (ISCED 6), both sexes",UIS.EA.6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.35904,..,..,..,..,..,..,..,..,..,9.48384,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"UIS: Percentage of population age 25+ whose highest level of education is Master's or equivalent (ISCED 7), both sexes",UIS.EA.7.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.34343,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.97212,..,..,..,..,..,..,..,..,..,11.53577,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"UIS: Percentage of population age 25+ whose highest level of education is incomplete primary, both sexes",UIS.EA.S1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.83054,..,..,..,..,..,..,..,..,..,5.91465,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, both sexes",UIS.EA.2.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.42166,..,..,..,..,..,..,..,..,..,23.74254,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"UIS: Percentage of population age 25+ whose highest level of education is primary, both sexes",UIS.EA.1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.1623,..,..,..,..,..,..,..,..,..,10.04654,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, both sexes",UIS.EA.3.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.9944,..,..,..,..,..,..,..,..,..,26.71207,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.23205,..,..,..,..,..,..,..,..,..,2.89074,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.94399976730347,8.03800010681152,8.22299957275391,8.25899982452393,8.27000045776367,7.6100001335144,7.09999990463257,6.23000001907349,6.26000022888184,5.44999980926514,4.07999992370605,3.30999994277954,2.32999992370605,1.85399997234344,1.95000004768372,1.91299998760223,1.78799998760223,1.58299994468689,1.66999995708466,2.5,3.1800000667572,3.46000003814697,3.28999996185303,2.70000004768372,2.40000009536743,2,1.70000004768372,1.70000004768372,1.63800001144409,..,..,..,..,..,..
Curacao,CUW,"UIS: Percentage of population age 25+ whose highest level of education is Bachelor's or equivalent (ISCED 6), both sexes",UIS.EA.6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"UIS: Percentage of population age 25+ whose highest level of education is Master's or equivalent (ISCED 7), both sexes",UIS.EA.7.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"UIS: Percentage of population age 25+ whose highest level of education is incomplete primary, both sexes",UIS.EA.S1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, both sexes",UIS.EA.2.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"UIS: Percentage of population age 25+ whose highest level of education is primary, both sexes",UIS.EA.1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, both sexes",UIS.EA.3.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Percentage of population age 25+ whose highest level of education is Bachelor's or equivalent (ISCED 6), both sexes",UIS.EA.6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,..,..,..,25.5007,24.88507,26.4095,28.71801,29.91406,29.42636,30.88688,29.25806,34.10452,24.3526,16.46447,15.21296,15.98926,..,16.35324,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Percentage of population age 25+ whose highest level of education is Master's or equivalent (ISCED 7), both sexes",UIS.EA.7.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.88417,9.60861,9.90752,..,11.45305,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.63999,..,..,..,..,..,..,..,..,..,..,..,10.49881,10.68676,10.94641,11.2596,11.35351,11.33046,11.51399,11.64795,11.88498,12.06226,11.96018,11.94706,12.17123,..,12.38234,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Percentage of population age 25+ whose highest level of education is incomplete primary, both sexes",UIS.EA.S1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,10.86576,8.30499,7.46743,6.25037,6.37263,6.48941,6.01519,4.20195,5.09078,4.89898,5.27422,5.29891,4.34199,..,3.78417,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Percentage of population age 25+ whose highest level of education is lower secondary, both sexes",UIS.EA.2.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.2,..,..,..,..,..,..,..,..,..,..,..,10.24122,10.52089,10.48415,9.8416,9.49224,10.68655,10.38795,9.24751,9.78359,9.80451,9.45973,9.58853,9.14939,..,8.79185,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Percentage of population age 25+ whose highest level of education is primary, both sexes",UIS.EA.1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.6,..,..,..,..,..,..,..,..,..,..,..,21.75411,22.50677,20.84767,19.25709,18.51786,18.01701,17.2874,17.19469,15.33292,14.66489,14.94788,15.25313,14.69874,..,13.80234,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Percentage of population age 25+ whose highest level of education is upper secondary, both sexes",UIS.EA.3.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.45919,31.37101,32.63004,32.58377,33.21579,32.94725,32.90367,33.05738,33.24987,34.1378,32.27526,32.15135,32.92554,..,33.81537,..,..,..,..,..,..,..
Cyprus,CYP,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1256,1.11802,0.98481,0.85574,0.9191,0.8715,0.73908,0.81862,0.80878,0.64638,..,0.64053,..,..,..,..,..,..,..
Cyprus,CYP,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.08200001716614,2.08999991416931,2.73200011253357,3.09100008010864,3.78099989891052,4.19700002670288,4.56099987030029,5.21299982070923,5.69999980926514,4.96700000762939,3.98399996757507,3.29800009727478,4.13500022888184,4.33300018310547,5.30399990081787,4.54300022125244,3.92199993133545,3.65499997138977,5.36399984359741,6.26300001144409,7.85599994659424,11.7950000762939,15.871000289917,16.0879993438721,14.9079999923706,12.9499998092651,11.0520000457764,8.36999988555908,7.27400016784668,..,..,..,..,..,..
Czechia,CZE,"UIS: Percentage of population age 25+ whose highest level of education is Bachelor's or equivalent (ISCED 6), both sexes",UIS.EA.6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.076,4.30388,4.2673,4.61495,..,..,..,..,..,..,..,..
Czechia,CZE,"UIS: Percentage of population age 25+ whose highest level of education is Master's or equivalent (ISCED 7), both sexes",UIS.EA.7.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.47088,12.60915,13.28222,14.31346,15.32961,18.279372425228,17.34134,18.27937,14.24475,14.43263,15.1566,15.68054,..,..,..,..,..,..,..,..
Czechia,CZE,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.29555,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.12254,12.14151,12.19182,12.29474,12.38508,12.46833,12.51996,12.59654,12.63814,12.67334,12.73709,12.82321,..,..,..,..,..,..,..,..
Czechia,CZE,"UIS: Percentage of population age 25+ whose highest level of education is incomplete primary, both sexes",UIS.EA.S1.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
